ORGANIZATIONID,SUBSCRIBEDIPRANGENO,STARTIP,ENDIP
665,40,219.142.90.210,219.142.90.210
665,41,219.147.191.138,219.147.191.138
665,42,219.149.214.241,219.149.214.247
665,43,219.154.66.231,219.154.66.231
665,44,219.238.162.170,219.238.162.170
665,45,219.238.162.174,219.238.162.174
665,46,219.239.34.128,219.239.34.255
665,47,221.226.178.126,221.226.178.126
665,48,221.232.142.34,221.232.142.54
665,49,222.168.35.166,222.168.35.166
665,50,222.171.38.35,222.171.38.35
665,51,222.171.233.33,222.171.233.33
665,52,222.243.213.130,222.243.213.130
665,53,222.247.55.176,222.247.55.183
665,54,223.6.196.141,223.6.196.141
665,55,223.85.248.181,223.85.248.181
1084,1,1.184.0.0,1.184.127.255
1084,2,58.200.124.0,58.200.124.127
1084,3,58.248.169.224,58.248.169.255
1084,4,113.105.10.0,113.105.10.63
1084,5,113.108.139.0,113.108.139.63
1084,6,113.108.140.0,113.108.140.63
1084,7,113.108.195.32,113.108.195.63
931,49484,83.229.26.208,83.229.26.215
931,49485,83.229.29.240,83.229.29.247
931,49486,83.229.32.200,83.229.32.207
931,49487,83.229.34.40,83.229.34.47
931,49488,83.229.34.104,83.229.34.111
931,49489,83.229.48.128,83.229.48.135
931,49490,83.229.48.144,83.229.48.151
931,49491,83.229.48.216,83.229.48.223
931,49492,83.229.62.0,83.229.62.7
931,49493,83.229.62.40,83.229.62.47
931,49494,83.229.63.0,83.229.63.127
931,49495,91.151.145.208,91.151.145.215
931,49496,91.151.155.192,91.151.155.255
931,49497,91.151.159.128,91.151.159.159
931,49498,154.72.24.0,154.72.27.255
931,49499,154.72.48.0,154.72.51.255
931,49500,193.219.209.160,193.219.209.175
931,49501,193.219.209.224,193.219.209.255
931,49502,193.219.211.192,193.219.211.207
931,49503,193.219.211.216,193.219.211.223
931,49504,193.219.211.232,193.219.211.255
931,49505,193.219.221.128,193.219.221.147
931,49506,193.219.221.176,193.219.221.191
931,49507,193.220.17.56,193.220.17.255
931,49508,193.220.73.128,193.220.73.191
931,49509,196.11.62.0,196.11.62.255
931,49510,197.157.244.0,197.157.247.255
931,49511,197.220.64.0,197.220.95.255
931,49512,197.231.200.0,197.231.203.255
931,49513,212.21.36.224,212.21.36.239
931,49514,212.21.45.160,212.21.45.191
931,49515,213.169.123.0,213.169.123.255
931,49516,213.255.192.224,213.255.192.231
931,49517,213.255.193.208,213.255.193.215
931,49518,213.255.195.136,213.255.195.139
931,49519,213.255.195.216,213.255.195.223
931,49520,213.255.197.132,213.255.197.135
931,49521,213.255.198.160,213.255.198.167
931,49522,213.255.224.32,213.255.224.39
931,49523,213.255.224.160,213.255.224.167
931,49524,213.255.224.192,213.255.224.199
931,49525,213.255.225.192,213.255.225.255
931,49526,213.255.226.56,213.255.226.59
931,49527,217.15.124.0,217.15.124.127
931,49528,217.20.243.1,217.20.243.63
931,49529,217.74.232.0,217.74.232.127
932,49530,5.224.223.0,5.224.223.255
932,49531,5.225.223.0,5.225.223.255
932,49532,37.98.152.0,37.98.159.255
932,49533,37.222.223.0,37.222.223.255
932,49534,37.223.223.0,37.223.223.255
932,49535,46.20.192.0,46.20.207.255
932,49536,46.36.202.181,46.36.202.190
932,49537,46.136.77.0,46.136.77.255
932,49538,62.16.67.0,62.16.67.255
932,49539,77.95.0.0,77.95.7.255
932,49540,77.244.144.0,77.244.159.255
932,49541,79.170.184.0,79.170.191.255
932,49542,83.149.15.0,83.149.15.255
932,49543,85.9.128.0,85.9.191.255
932,49544,91.218.160.0,91.218.163.255
932,49545,91.218.168.0,91.218.171.255
932,49546,94.199.16.0,94.199.23.255
932,49547,95.142.80.0,95.142.95.255
932,49548,109.68.232.0,109.68.239.255
932,49549,109.74.64.0,109.74.79.255
932,49550,109.75.48.0,109.75.63.255
932,49551,176.113.128.0,176.113.143.255
932,49552,185.23.200.0,185.23.203.255
932,49553,193.111.10.0,193.111.11.255
932,49554,194.67.211.0,194.67.212.255
932,49555,195.58.53.0,195.58.53.255
932,49556,195.246.102.0,195.246.103.255
932,49557,212.114.0.0,212.114.1.255
932,49558,212.165.180.0,212.165.183.127
932,49559,213.243.76.0,213.243.76.31
932,49560,217.8.32.0,217.8.47.255
932,49561,217.11.176.0,217.11.191.255
933,49562,5.224.233.0,5.224.233.255
933,49563,5.225.233.0,5.225.233.255
933,49564,37.222.233.0,37.222.233.255
933,49565,37.223.233.0,37.223.233.255
933,49566,41.59.0.0,41.59.255.255
933,49567,41.73.64.0,41.73.95.255
933,49568,41.73.160.0,41.73.223.255
933,49569,41.74.112.0,41.74.127.255
933,49570,41.75.208.0,41.75.223.255
933,49571,41.76.88.0,41.76.95.255
933,49572,41.77.192.0,41.77.199.255
933,49573,41.77.224.0,41.77.231.255
933,49574,41.78.0.0,41.78.3.255
933,49575,41.78.64.0,41.78.67.255
933,49576,41.78.168.0,41.78.171.255
933,49577,41.79.68.0,41.79.71.255
933,49578,41.79.100.0,41.79.103.255
933,49579,41.79.184.0,41.79.187.255
933,49580,41.86.160.0,41.86.191.255
933,49581,41.93.0.0,41.93.127.255
933,49582,41.138.192.0,41.138.207.255
933,49583,41.188.128.0,41.188.191.255
933,49584,41.204.128.0,41.204.159.255
933,49585,41.207.240.0,41.207.247.255
933,49586,41.216.216.0,41.216.223.255
933,49587,41.217.200.0,41.217.203.255
933,49588,41.220.128.0,41.220.143.255
933,49589,41.220.176.0,41.220.191.255
933,49590,41.221.32.0,41.221.63.255
933,49591,41.222.24.0,41.222.31.255
933,49592,41.222.56.0,41.222.63.255
933,49593,41.222.88.0,41.222.95.255
933,49594,41.222.152.0,41.222.159.255
933,49595,41.222.176.0,41.222.183.255
933,49596,41.223.4.0,41.223.7.255
933,49597,41.223.16.0,41.223.19.255
933,49598,41.223.180.0,41.223.183.255
933,49599,41.223.228.0,41.223.231.255
933,49600,41.242.8.0,41.242.11.255
933,49601,46.36.203.66,46.36.203.70
933,49602,62.12.40.136,62.12.40.139
933,49603,62.12.40.152,62.12.40.155
933,49604,62.56.161.0,62.56.161.127
933,49605,62.56.206.0,62.56.206.159
933,49606,62.56.206.168,62.56.206.255
933,49607,78.41.229.0,78.41.229.127
933,49608,78.138.47.176,78.138.47.183
933,49609,80.78.17.128,80.78.17.135
933,49610,80.78.20.144,80.78.20.159
933,49611,80.231.70.0,80.231.70.255
933,49612,80.247.130.0,80.247.131.255
933,49613,80.247.140.16,80.247.140.23
933,49614,80.247.146.128,80.247.146.255
933,49615,80.247.156.4,80.247.156.7
933,49616,80.247.156.32,80.247.156.47
933,49617,80.247.156.88,80.247.156.95
933,49618,80.247.158.0,80.247.158.255
933,49619,80.255.51.48,80.255.51.63
933,49620,80.255.63.24,80.255.63.31
933,49621,81.199.57.216,81.199.57.255
933,49622,81.199.115.96,81.199.115.127
933,49623,82.206.128.64,82.206.128.143
933,49624,82.206.129.80,82.206.129.87
933,49625,82.206.252.0,82.206.253.255
933,49626,83.170.58.24,83.170.58.31
933,49627,83.229.16.96,83.229.16.103
933,49628,83.229.17.200,83.229.17.207
933,49629,83.229.32.128,83.229.32.135
933,49630,83.229.62.120,83.229.62.127
933,49631,84.233.212.0,84.233.212.255
933,49632,89.202.227.0,89.202.227.255
933,49633,154.0.152.0,154.0.159.255
933,49634,154.66.212.0,154.66.215.255
933,49635,154.66.224.0,154.66.227.255
933,49636,154.72.20.0,154.72.23.255
933,49637,154.72.64.0,154.72.95.255
933,49638,154.126.224.0,154.126.255.255
933,49639,193.109.78.0,193.109.79.255
933,49640,193.219.211.120,193.219.211.127
933,49641,193.220.55.16,193.220.55.23
933,49642,193.220.57.0,193.220.57.31
933,49643,193.220.58.0,193.220.58.255
933,49644,193.220.60.0,193.220.60.255
933,49645,193.220.92.128,193.220.92.191
933,49646,195.229.5.0,195.229.5.127
933,49647,196.1.52.0,196.1.55.255
933,49648,196.6.196.0,196.6.197.255
933,49649,196.10.60.0,196.10.60.255
933,49650,196.10.147.0,196.10.147.255
933,49651,196.11.255.0,196.11.255.255
933,49652,196.29.48.0,196.29.55.255
1089,14,211.68.126.0,211.68.126.255
933,49653,196.32.240.0,196.32.247.255
933,49654,196.41.32.0,196.41.63.255
933,49655,196.43.64.0,196.43.95.255
933,49656,196.43.221.0,196.43.221.255
933,49657,196.43.230.0,196.43.230.255
933,49658,196.44.160.0,196.44.175.255
933,49659,196.45.32.0,196.45.47.255
933,49660,196.45.128.0,196.45.159.255
933,49661,196.45.184.0,196.45.187.255
933,49662,196.46.96.0,196.46.111.255
933,49663,196.46.120.0,196.46.123.255
933,49664,196.46.128.0,196.46.135.255
933,49665,196.216.162.0,196.216.162.255
933,49666,196.216.234.0,196.216.235.255
933,49667,196.216.244.0,196.216.244.255
933,49668,196.216.247.0,196.216.247.255
933,49669,196.223.5.0,196.223.6.255
933,49670,197.149.176.0,197.149.179.255
933,49671,197.152.0.0,197.152.255.255
933,49672,197.157.236.0,197.157.239.255
933,49673,197.159.112.0,197.159.127.255
933,49674,197.186.0.0,197.187.255.255
933,49675,197.215.240.0,197.215.255.255
933,49676,197.221.192.0,197.221.223.255
933,49677,197.234.224.0,197.234.227.255
933,49678,197.242.192.0,197.242.199.255
933,49679,197.250.0.0,197.250.255.255
933,49680,212.162.225.0,212.162.225.255
933,49681,212.165.145.0,212.165.145.127
933,49682,212.165.147.68,212.165.147.71
933,49683,212.165.151.0,212.165.151.7
933,49684,212.165.151.24,212.165.151.31
933,49685,212.165.155.160,212.165.155.175
933,49686,212.165.155.192,212.165.155.223
933,49687,212.165.155.232,212.165.155.239
933,49688,212.165.164.0,212.165.165.255
933,49689,213.185.115.0,213.185.115.255
933,49690,213.185.122.128,213.185.122.255
933,49691,213.255.224.0,213.255.224.7
933,49692,213.255.255.232,213.255.255.239
933,49693,217.21.83.64,217.21.83.255
933,49694,217.113.74.0,217.113.74.127
933,49695,217.113.74.160,217.113.74.255
934,49696,5.224.221.0,5.224.221.255
934,49697,5.225.221.0,5.225.221.255
934,49698,37.222.221.0,37.222.221.255
934,49699,37.223.221.0,37.223.221.255
934,49700,41.78.136.0,41.78.139.255
934,49701,41.207.160.0,41.207.191.255
934,49702,46.36.202.191,46.36.202.195
934,49703,78.138.36.128,78.138.36.135
934,49704,80.248.64.0,80.248.79.255
934,49705,83.229.22.16,83.229.22.23
934,49706,83.229.82.200,83.229.82.207
934,49707,83.229.82.240,83.229.82.247
934,49708,83.229.83.24,83.229.83.31
934,49709,83.229.83.40,83.229.83.47
934,49710,83.229.101.72,83.229.101.79
934,49711,197.148.96.0,197.148.127.255
934,49712,213.185.123.0,213.185.123.255
934,49713,213.255.218.224,213.255.218.231
935,49714,5.224.235.0,5.224.235.255
935,49715,5.225.235.0,5.225.235.255
935,49716,37.222.235.0,37.222.235.255
935,49717,37.223.235.0,37.223.235.255
935,49718,41.75.160.0,41.75.175.255
935,49719,41.76.160.0,41.76.167.255
935,49720,41.77.72.0,41.77.79.255
935,49721,41.84.192.0,41.84.223.255
935,49722,41.138.0.0,41.138.31.255
935,49723,41.138.208.0,41.138.223.255
935,49724,41.190.76.0,41.190.79.255
935,49725,41.190.128.0,41.190.159.255
935,49726,41.190.192.0,41.190.223.255
935,49727,41.191.76.0,41.191.79.255
935,49728,41.202.224.0,41.202.255.255
935,49729,41.210.128.0,41.210.191.255
935,49730,41.217.232.0,41.217.239.255
935,49731,41.220.0.0,41.220.15.255
935,49732,41.220.208.0,41.220.223.255
935,49733,41.221.80.0,41.221.95.255
935,49734,41.222.0.0,41.222.7.255
935,49735,41.223.84.0,41.223.87.255
935,49736,46.36.203.131,46.36.203.135
935,49737,62.75.194.245,62.75.194.246
935,49738,62.75.198.184,62.75.198.185
935,49739,62.75.207.160,62.75.207.161
935,49740,62.75.255.165,62.75.255.173
935,49741,62.75.255.175,62.75.255.178
935,49742,62.75.255.197,62.75.255.197
935,49743,62.75.255.202,62.75.255.202
935,49744,62.75.255.204,62.75.255.204
935,49745,78.41.226.0,78.41.226.31
935,49746,78.138.0.136,78.138.0.143
935,49747,78.138.1.32,78.138.1.39
935,49748,78.138.5.208,78.138.5.215
935,49749,78.138.6.136,78.138.6.143
935,49750,78.138.6.240,78.138.6.247
935,49751,78.138.7.8,78.138.7.15
935,49752,78.138.14.216,78.138.14.223
935,49753,78.138.19.176,78.138.19.183
935,49754,78.138.23.24,78.138.23.31
935,49755,78.138.29.112,78.138.29.119
935,49756,78.138.29.184,78.138.29.191
935,49757,78.138.29.248,78.138.29.255
935,49758,78.138.40.0,78.138.40.7
935,49759,78.138.41.152,78.138.41.159
935,49760,80.78.17.56,80.78.17.63
935,49761,80.78.18.32,80.78.18.47
935,49762,80.78.21.16,80.78.21.31
935,49763,80.78.23.16,80.78.23.31
935,49764,80.86.87.152,80.86.87.155
935,49765,80.86.88.133,80.86.88.134
935,49766,80.86.88.149,80.86.88.149
935,49767,80.86.89.181,80.86.89.181
935,49768,80.86.94.76,80.86.94.77
935,49769,80.86.94.117,80.86.94.117
935,49770,80.88.139.32,80.88.139.39
935,49771,80.255.40.0,80.255.40.7
935,49772,80.255.40.184,80.255.40.191
935,49773,81.199.16.0,81.199.31.255
935,49774,83.229.0.64,83.229.0.71
935,49775,83.229.17.48,83.229.17.63
935,49776,83.229.18.8,83.229.18.15
935,49777,83.229.22.144,83.229.22.151
935,49778,83.229.22.240,83.229.22.247
935,49779,83.229.23.32,83.229.23.39
935,49780,83.229.23.80,83.229.23.87
935,49781,83.229.25.0,83.229.25.7
935,49782,83.229.25.32,83.229.25.39
935,49783,83.229.25.104,83.229.25.111
935,49784,83.229.26.184,83.229.26.191
935,49785,83.229.28.64,83.229.28.71
935,49786,83.229.28.224,83.229.28.231
935,49787,83.229.29.48,83.229.29.55
935,49788,83.229.29.216,83.229.29.223
935,49789,83.229.32.136,83.229.32.143
935,49790,83.229.32.152,83.229.32.159
935,49791,83.229.34.32,83.229.34.39
935,49792,83.229.34.48,83.229.34.55
935,49793,83.229.34.96,83.229.34.103
935,49794,83.229.34.128,83.229.34.135
935,49795,83.229.36.40,83.229.36.47
935,49796,83.229.36.208,83.229.36.215
935,49797,83.229.36.224,83.229.36.231
935,49798,83.229.57.128,83.229.57.135
935,49799,83.229.57.144,83.229.57.151
935,49800,83.229.57.160,83.229.57.167
935,49801,83.229.57.176,83.229.57.183
935,49802,83.229.57.208,83.229.57.215
935,49803,83.229.57.224,83.229.57.231
935,49804,83.229.57.240,83.229.57.247
935,49805,83.229.80.0,83.229.80.7
935,49806,83.229.80.136,83.229.80.143
935,49807,83.229.81.40,83.229.81.47
935,49808,83.229.90.32,83.229.90.39
935,49809,83.229.92.8,83.229.92.15
935,49810,83.229.114.216,83.229.114.223
935,49811,83.229.119.48,83.229.119.55
935,49812,85.25.14.43,85.25.14.50
935,49813,85.25.19.151,85.25.19.151
935,49814,85.25.155.139,85.25.155.139
935,49815,85.25.156.192,85.25.156.192
935,49816,85.25.157.9,85.25.157.9
935,49817,85.25.244.141,85.25.244.141
935,49818,85.25.244.206,85.25.244.206
935,49819,85.25.250.180,85.25.250.180
935,49820,85.25.251.74,85.25.251.74
963,2,76.78.240.1,76.78.240.254
963,3,76.78.241.1,76.78.241.254
265,1,110.189.84.1,110.189.87.255
265,2,110.189.92.1,110.189.93.255
265,3,112.193.128.1,112.193.131.255
265,4,119.4.110.1,119.4.111.255
265,5,119.4.172.1,119.4.173.255
265,6,119.4.215.0,119.4.215.255
265,7,119.4.217.0,119.4.217.255
265,8,119.5.187.0,119.5.187.255
265,9,119.5.191.0,119.5.191.255
265,10,119.6.70.1,119.6.71.255
265,11,119.6.74.1,119.6.75.255
265,12,121.48.176.1,121.48.191.255
265,13,124.161.8.1,124.161.8.255
265,14,124.161.64.1,124.161.79.255
265,15,175.152.18.1,175.152.19.254
1164,1,128.187.0.0,128.187.255.255
773,1,59.108.21.1,59.108.21.151
773,2,106.120.124.0,106.120.126.255
773,3,111.205.230.0,111.205.233.255
773,4,115.27.0.0,115.27.255.255
773,5,123.124.148.193,123.124.148.195
773,6,124.204.0.176,124.204.0.191
773,7,124.205.76.0,124.205.79.255
773,8,124.205.205.0,124.205.206.127
773,9,162.105.0.0,162.105.255.255
773,10,202.112.7.0,202.112.8.255
773,11,202.112.176.0,202.112.191.255
773,12,210.72.16.32,210.72.16.63
773,13,211.71.48.0,211.71.63.255
773,14,211.82.64.0,211.82.79.255
773,15,211.160.76.145,211.160.76.145
110,1,59.108.195.4,59.108.195.254
110,2,61.232.0.195,61.232.0.199
110,3,61.232.210.0,61.232.254.255
110,4,103.8.222.65,103.8.222.94
110,5,118.228.160.0,118.228.191.255
110,6,119.161.181.2,119.161.181.253
110,7,121.4.66.0,121.4.66.128
110,8,121.195.16.0,121.195.31.255
110,9,123.108.213.131,123.108.213.189
110,10,123.124.16.129,123.124.16.190
110,11,172.19.0.0,172.19.32.255
110,12,172.19.192.0,172.19.208.0
110,13,182.48.111.193,182.48.111.255
110,14,202.204.112.0,202.204.127.255
110,15,210.73.58.2,210.73.58.253
110,16,211.71.144.0,211.71.159.255
110,17,218.205.222.1,218.205.222.127
110,18,219.143.13.0,219.143.13.255
110,19,219.234.81.0,219.234.81.255
110,20,222.28.112.0,222.28.127.255
110,21,222.31.160.0,222.31.191.255
1097,1,202.203.0.0,202.203.15.0
1097,2,220.163.97.81,220.163.97.95
1097,3,220.163.113.1,220.163.113.31
1166,1,1.62.100.109,1.62.100.109
1166,2,221.212.147.12,221.212.147.12
1098,1,202.108.87.130,202.108.87.130
1167,1,159.226.151.0,159.226.151.24
1167,2,222.85.139.32,222.85.139.32
1167,3,222.85.139.86,222.85.139.86
214,1,49.209.16.0,49.209.63.255
214,2,61.138.238.129,61.138.238.158
214,3,61.138.251.161,61.138.251.174
214,4,124.117.211.34,124.117.211.34
214,5,124.117.219.106,124.117.219.106
214,6,124.117.219.110,124.117.219.110
214,7,124.117.234.86,124.117.234.86
214,8,124.117.234.170,124.117.234.170
214,9,202.201.224.0,202.201.239.255
214,10,222.25.224.0,222.25.255.255
1090,1,114.251.252.0,114.251.252.255
1090,2,114.255.122.0,114.255.122.255
1090,3,124.207.38.0,124.207.38.255
1090,4,124.207.89.0,124.207.89.255
1090,5,202.112.64.0,202.112.79.255
1090,6,211.71.80.0,211.71.95.255
1091,1,112.64.128.10,112.64.128.10
1091,2,219.228.160.0,219.228.160.0
1091,3,222.72.145.151,222.72.145.154
1091,4,255.255.240.0,255.255.240.0
1091,5,255.255.255.255,255.255.255.255
160,1,58.42.251.97,58.42.251.103
160,2,202.101.92.2,202.101.92.34
160,3,210.40.64.1,210.40.79.254
160,4,221.13.4.98,221.13.4.126
160,5,222.85.149.37,222.85.149.52
217,1,58.200.0.0,58.200.0.255
217,2,58.213.112.161,58.213.112.166
217,3,58.240.39.194,58.240.39.254
217,4,202.119.96.0,202.119.111.255
217,5,210.29.128.0,210.29.143.255
217,6,211.65.208.0,211.65.223.255
217,7,211.87.96.0,211.87.111.255
217,8,211.162.26.224,211.162.26.254
217,9,218.94.13.70,218.94.13.70
217,10,219.219.155.0,219.219.155.255
217,11,221.226.44.130,221.226.44.254
217,12,221.226.47.130,221.226.47.254
217,13,222.192.0.0,222.192.15.255
217,14,223.2.0.0,223.2.63.255
217,15,2001:250:5004::,2001:250:5004:ffff:ffff:ffff:ffff:ffff
217,16,2001:da8:1003::,2001:da8:1003:ffff:ffff:ffff:ffff:ffff
1088,1,58.250.250.96,58.250.250.127
1088,2,110.65.147.0,110.65.147.255
1088,3,116.7.234.0,116.7.235.255
1088,4,183.39.140.0,183.39.141.255
207,1,61.166.157.248,61.166.157.255
207,2,112.112.92.2,112.112.92.30
207,3,116.53.253.144,116.53.253.159
207,4,182.242.225.0,182.242.225.127
207,5,182.242.231.248,182.242.231.255
207,6,202.203.160.0,202.203.175.255
207,7,202.203.240.0,202.203.255.255
207,8,218.194.96.0,218.194.111.255
207,9,220.163.85.248,220.163.85.255
207,10,222.197.192.0,222.197.223.255
265,16,180.85.0.1,180.85.63.255
265,17,182.135.0.0,182.135.1.255
265,18,182.139.32.0,182.139.39.255
265,19,202.115.64.1,202.115.79.255
265,20,210.41.80.1,210.41.95.255
265,21,218.194.0.1,218.194.15.255
265,22,221.10.44.208,221.10.44.223
265,23,221.10.111.1,221.10.111.255
265,24,221.10.115.0,221.10.115.255
265,25,221.10.122.0,221.10.122.255
265,26,221.10.240.1,221.10.240.255
265,27,221.237.64.0,221.237.65.255
265,28,222.18.32.1,222.18.63.255
1095,1,124.16.173.1,124.16.173.15
773,16,218.205.215.0,218.205.215.255
773,17,218.205.220.0,218.205.220.255
773,18,218.249.94.0,218.249.94.255
773,19,219.143.3.0,219.143.3.255
773,20,219.239.107.2,219.239.107.2
773,21,222.28.96.0,222.28.111.255
773,22,222.29.0.0,222.29.159.255
1174,1,121.192.0.1,121.192.0.254
1174,2,128.243.0.0,128.243.255.255
1174,3,175.143.72.65,175.143.72.70
1174,4,203.188.235.1,203.188.235.15
1174,5,203.217.128.0,203.217.131.255
1174,6,220.191.168.0,220.191.168.31
1175,1,130.241.0.0,130.241.255.255
1126,1,195.176.29.0,195.176.29.127
1162,1,128.206.0.0,128.206.255.255
1162,2,150.199.23.0,150.199.23.25
1162,3,161.130.0.0,161.130.255.255
1162,4,168.166.12.0,168.166.12.255
1162,5,192.70.211.0,192.70.211.255
1162,6,198.102.253.0,198.102.253.255
1162,7,207.160.131.0,207.160.134.255
1162,8,207.160.138.0,207.160.138.255
1162,9,207.160.149.0,207.160.149.24
1162,10,207.160.152.0,207.160.159.255
1162,11,207.160.174.0,207.160.174.62
1121,1,147.87.0.0,147.87.255.255
1146,1,160.98.0.0,160.98.255.255
1116,1,195.176.9.128,195.176.9.159
1152,1,193.5.27.0,193.5.27.255
1152,2,193.222.124.0,193.222.125.255
1152,3,193.222.127.0,193.222.127.255
1152,4,195.176.80.0,195.176.85.255
46,1,130.223.0.0,130.223.255.255
46,2,155.105.0.0,155.105.255.255
46,3,192.42.180.0,192.42.201.255
46,4,193.134.216.10,193.134.216.10
1101,1,195.176.0.144,195.176.0.159
1111,1,195.176.0.28,195.176.0.31
1111,2,195.176.0.96,195.176.0.111
1161,1,193.138.69.0,193.138.69.255
1132,1,129.129.0.0,129.129.255.255
1132,2,192.33.118.0,192.33.119.255
1132,3,195.176.0.32,195.176.0.47
1137,1,195.176.9.0,195.176.9.127
1142,1,192.152.98.0,192.152.98.255
1142,2,193.8.136.0,193.8.137.255
1142,3,193.73.125.0,193.73.125.255
1142,4,193.222.241.0,193.222.250.255
1142,5,195.176.0.0,195.176.0.15
1142,6,195.176.252.0,195.176.252.255
1147,1,193.134.216.0,193.134.223.255
